order_id,date,region,channel,sales_rep,category,product,quantity,unit_price,discount,revenue,cost,profit,year,quarter,month,month_name,week,day_of_week,margin_pct,rev_band,is_2024
ORD-01352,2023-06-05,West,Online,Bob Chen,Sports,Foam Roller,10,30.0,0.0,300.0,165.0,135.0,2023,2,6,Jun,23,Monday,45.0,$100-$500,0
ORD-01868,2023-06-06,East,Online,David Kim,Apparel,Running Jacket,13,80.75,0.05,1049.75,607.75,442.0,2023,2,6,Jun,23,Tuesday,42.11,$500-$2k,0
ORD-01626,2023-06-06,South,In-Store,Bob Chen,Home & Garden,Robot Vacuum,20,254.15,0.15,5083.0,3289.0,1794.0,2023,2,6,Jun,23,Tuesday,35.29,>$2k,0
ORD-00506,2023-06-06,South,Online,Eva Patel,Electronics,Smart Watch,16,211.65,0.15,3386.4,2191.2,1195.2,2023,2,6,Jun,23,Tuesday,35.29,>$2k,0
ORD-00069,2023-06-06,South,Online,Grace Lee,Apparel,Denim Jeans,13,55.25,0.15,718.25,464.75,253.5,2023,2,6,Jun,23,Tuesday,35.29,$500-$2k,0
ORD-00198,2023-06-07,South,In-Store,Clara Diaz,Food & Beverage,Protein Bars 12Pk,20,26.6,0.05,532.0,308.0,224.0,2023,2,6,Jun,23,Wednesday,42.11,$500-$2k,0
ORD-00761,2023-06-07,South,Partner,Henry Osei,Food & Beverage,Premium Coffee Blend,16,19.8,0.1,316.8,193.6,123.2,2023,2,6,Jun,23,Wednesday,38.89,$100-$500,0
ORD-01298,2023-06-07,North,In-Store,David Kim,Home & Garden,Led Strip Kit,7,31.5,0.1,220.5,134.75,85.75,2023,2,6,Jun,23,Wednesday,38.89,$100-$500,0
ORD-00147,2023-06-08,West,Online,Henry Osei,Home & Garden,Led Strip Kit,19,29.75,0.15,565.25,365.75,199.5,2023,2,6,Jun,23,Thursday,35.29,$500-$2k,0
ORD-00417,2023-06-09,North,In-Store,Henry Osei,Apparel,Denim Jeans,19,65.0,0.0,1235.0,679.25,555.75,2023,2,6,Jun,23,Friday,45.0,$500-$2k,0
ORD-01261,2023-06-09,South,In-Store,Grace Lee,Home & Garden,Robot Vacuum,17,254.15,0.15,4320.55,2795.65,1524.9,2023,2,6,Jun,23,Friday,35.29,>$2k,0
ORD-01685,2023-06-09,Central,In-Store,Frank Russo,Home & Garden,Led Strip Kit,15,35.0,0.0,525.0,288.75,236.25,2023,2,6,Jun,23,Friday,45.0,$500-$2k,0
ORD-01711,2023-06-09,Central,Partner,Frank Russo,Sports,Resistance Bands,12,21.25,0.15,255.0,165.0,90.0,2023,2,6,Jun,23,Friday,35.29,$100-$500,0
ORD-00004,2023-06-09,South,Partner,Bob Chen,Apparel,Wool Sweater,11,110.0,0.0,1210.0,665.5,544.5,2023,2,6,Jun,23,Friday,45.0,$500-$2k,0
ORD-01884,2023-06-10,West,Wholesale,Clara Diaz,Apparel,Denim Jeans,11,58.5,0.1,643.5,393.25,250.25,2023,2,6,Jun,23,Saturday,38.89,$500-$2k,0
ORD-01054,2023-06-10,Central,Partner,Bob Chen,Sports,Protein Shaker,2,15.3,0.15,30.6,19.8,10.8,2023,2,6,Jun,23,Saturday,35.29,<$100,0
ORD-00522,2023-06-10,Central,Wholesale,Henry Osei,Apparel,Running Jacket,1,72.25,0.15,72.25,46.75,25.5,2023,2,6,Jun,23,Saturday,35.29,<$100,0
ORD-00017,2023-06-11,West,Online,Eva Patel,Home & Garden,Robot Vacuum,10,284.05,0.05,2840.5,1644.5,1196.0,2023,2,6,Jun,23,Sunday,42.11,>$2k,0
ORD-01731,2023-06-11,Central,In-Store,Frank Russo,Apparel,Wool Sweater,6,88.0,0.2,528.0,363.0,165.0,2023,2,6,Jun,23,Sunday,31.25,$500-$2k,0
ORD-00066,2023-06-12,West,Wholesale,Eva Patel,Food & Beverage,Olive Oil 1L,18,15.2,0.05,273.6,158.4,115.2,2023,2,6,Jun,24,Monday,42.11,$100-$500,0
ORD-00015,2023-06-13,West,Online,Grace Lee,Electronics,Laptop Pro 15,5,1020.0,0.15,5100.0,3300.0,1800.0,2023,2,6,Jun,24,Tuesday,35.29,>$2k,0
ORD-00247,2023-06-13,West,Wholesale,Henry Osei,Home & Garden,Planter Set,7,36.0,0.2,252.0,173.25,78.75,2023,2,6,Jun,24,Tuesday,31.25,$100-$500,0
ORD-01958,2023-06-13,South,Partner,Frank Russo,Home & Garden,Planter Set,17,42.75,0.05,726.75,420.75,306.0,2023,2,6,Jun,24,Tuesday,42.11,$500-$2k,0
ORD-00567,2023-06-14,South,In-Store,Eva Patel,Apparel,Wool Sweater,17,110.0,0.0,1870.0,1028.5,841.5,2023,2,6,Jun,24,Wednesday,45.0,$500-$2k,0
ORD-01400,2023-06-14,South,Partner,Alice Morgan,Sports,Gym Bag,15,56.0,0.2,840.0,577.5,262.5,2023,2,6,Jun,24,Wednesday,31.25,$500-$2k,0
ORD-00203,2023-06-14,East,Wholesale,Clara Diaz,Food & Beverage,Premium Coffee Blend,10,22.0,0.0,220.0,121.0,99.0,2023,2,6,Jun,24,Wednesday,45.0,$100-$500,0
ORD-00965,2023-06-14,West,Partner,Grace Lee,Electronics,Wireless Earbuds,10,89.0,0.0,890.0,489.5,400.5,2023,2,6,Jun,24,Wednesday,45.0,$500-$2k,0
ORD-01353,2023-06-14,Central,Partner,Henry Osei,Apparel,Denim Jeans,5,52.0,0.2,260.0,178.75,81.25,2023,2,6,Jun,24,Wednesday,31.25,$100-$500,0
ORD-01792,2023-06-14,South,Wholesale,Clara Diaz,Sports,Resistance Bands,5,23.75,0.05,118.75,68.75,50.0,2023,2,6,Jun,24,Wednesday,42.11,$100-$500,0
ORD-01877,2023-06-14,East,Online,Grace Lee,Home & Garden,Air Purifier,13,199.0,0.0,2587.0,1422.85,1164.15,2023,2,6,Jun,24,Wednesday,45.0,>$2k,0
ORD-00640,2023-06-15,East,In-Store,Frank Russo,Food & Beverage,Olive Oil 1L,3,16.0,0.0,48.0,26.4,21.6,2023,2,6,Jun,24,Thursday,45.0,<$100,0
ORD-01163,2023-06-15,South,Online,Bob Chen,Apparel,Wool Sweater,9,88.0,0.2,792.0,544.5,247.5,2023,2,6,Jun,24,Thursday,31.25,$500-$2k,0
ORD-01832,2023-06-15,South,In-Store,Clara Diaz,Food & Beverage,Premium Coffee Blend,17,20.9,0.05,355.3,205.7,149.6,2023,2,6,Jun,24,Thursday,42.11,$100-$500,0
ORD-01999,2023-06-16,North,Partner,Frank Russo,Apparel,Wool Sweater,10,88.0,0.2,880.0,605.0,275.0,2023,2,6,Jun,24,Friday,31.25,$500-$2k,0
ORD-01113,2023-06-16,North,Wholesale,Alice Morgan,Food & Beverage,Green Tea Set,14,18.0,0.0,252.0,138.6,113.4,2023,2,6,Jun,24,Friday,45.0,$100-$500,0
ORD-01194,2023-06-16,South,Wholesale,Eva Patel,Electronics,Laptop Pro 15,13,1080.0,0.1,14040.0,8580.0,5460.0,2023,2,6,Jun,24,Friday,38.89,>$2k,0
ORD-00653,2023-06-17,West,Wholesale,David Kim,Sports,Protein Shaker,13,18.0,0.0,234.0,128.7,105.3,2023,2,6,Jun,24,Saturday,45.0,$100-$500,0
ORD-00032,2023-06-18,West,Online,Grace Lee,Sports,Resistance Bands,13,25.0,0.0,325.0,178.75,146.25,2023,2,6,Jun,24,Sunday,45.0,$100-$500,0
ORD-01433,2023-06-18,East,Online,Clara Diaz,Apparel,Running Jacket,9,80.75,0.05,726.75,420.75,306.0,2023,2,6,Jun,24,Sunday,42.11,$500-$2k,0
ORD-01159,2023-06-18,East,In-Store,Alice Morgan,Electronics,Smart Watch,14,236.55,0.05,3311.7,1917.3,1394.4,2023,2,6,Jun,24,Sunday,42.11,>$2k,0
ORD-01964,2023-06-19,West,Wholesale,Eva Patel,Home & Garden,Led Strip Kit,13,31.5,0.1,409.5,250.25,159.25,2023,2,6,Jun,25,Monday,38.89,$100-$500,0
ORD-01694,2023-06-20,Central,Wholesale,Bob Chen,Electronics,Smart Watch,20,249.0,0.0,4980.0,2739.0,2241.0,2023,2,6,Jun,25,Tuesday,45.0,>$2k,0
ORD-01580,2023-06-20,Central,In-Store,Bob Chen,Sports,Protein Shaker,8,16.2,0.1,129.6,79.2,50.4,2023,2,6,Jun,25,Tuesday,38.89,$100-$500,0
ORD-00365,2023-06-21,North,Online,David Kim,Sports,Protein Shaker,15,17.1,0.05,256.5,148.5,108.0,2023,2,6,Jun,25,Wednesday,42.11,$100-$500,0
ORD-00806,2023-06-21,West,Wholesale,Henry Osei,Electronics,Smart Watch,4,249.0,0.0,996.0,547.8,448.2,2023,2,6,Jun,25,Wednesday,45.0,$500-$2k,0
ORD-00239,2023-06-22,Central,In-Store,Clara Diaz,Food & Beverage,Premium Coffee Blend,17,18.7,0.15,317.9,205.7,112.2,2023,2,6,Jun,25,Thursday,35.29,$100-$500,0
ORD-01201,2023-06-22,West,Online,Bob Chen,Apparel,Wool Sweater,10,110.0,0.0,1100.0,605.0,495.0,2023,2,6,Jun,25,Thursday,45.0,$500-$2k,0
ORD-00496,2023-06-22,Central,In-Store,Henry Osei,Electronics,4K Monitor,9,599.0,0.0,5391.0,2965.05,2425.95,2023,2,6,Jun,25,Thursday,45.0,>$2k,0
ORD-01068,2023-06-22,East,In-Store,Clara Diaz,Electronics,Laptop Pro 15,4,1080.0,0.1,4320.0,2640.0,1680.0,2023,2,6,Jun,25,Thursday,38.89,>$2k,0
ORD-00992,2023-06-22,Central,Partner,David Kim,Electronics,Wireless Earbuds,10,89.0,0.0,890.0,489.5,400.5,2023,2,6,Jun,25,Thursday,45.0,$500-$2k,0
ORD-00312,2023-06-22,East,In-Store,Clara Diaz,Home & Garden,Led Strip Kit,16,33.25,0.05,532.0,308.0,224.0,2023,2,6,Jun,25,Thursday,42.11,$500-$2k,0
ORD-00735,2023-06-24,East,In-Store,Clara Diaz,Sports,Protein Shaker,2,14.4,0.2,28.8,19.8,9.0,2023,2,6,Jun,25,Saturday,31.25,<$100,0
ORD-01425,2023-06-24,South,Wholesale,Bob Chen,Food & Beverage,Olive Oil 1L,9,13.6,0.15,122.4,79.2,43.2,2023,2,6,Jun,25,Saturday,35.29,$100-$500,0
ORD-01442,2023-06-25,South,Partner,Eva Patel,Apparel,Yoga Set,16,55.0,0.0,880.0,484.0,396.0,2023,2,6,Jun,25,Sunday,45.0,$500-$2k,0
ORD-01305,2023-06-25,South,Online,David Kim,Home & Garden,Planter Set,18,45.0,0.0,810.0,445.5,364.5,2023,2,6,Jun,25,Sunday,45.0,$500-$2k,0
ORD-01146,2023-06-25,North,In-Store,Alice Morgan,Home & Garden,Led Strip Kit,10,35.0,0.0,350.0,192.5,157.5,2023,2,6,Jun,25,Sunday,45.0,$100-$500,0
ORD-01651,2023-06-26,East,Partner,Bob Chen,Sports,Foam Roller,5,30.0,0.0,150.0,82.5,67.5,2023,2,6,Jun,26,Monday,45.0,$100-$500,0
ORD-00230,2023-06-26,West,Online,Frank Russo,Electronics,Wireless Earbuds,3,84.55,0.05,253.65,146.85,106.8,2023,2,6,Jun,26,Monday,42.11,$100-$500,0
ORD-00971,2023-06-27,Central,Partner,Eva Patel,Sports,Protein Shaker,5,18.0,0.0,90.0,49.5,40.5,2023,2,6,Jun,26,Tuesday,45.0,<$100,0
ORD-01490,2023-06-28,West,Wholesale,Bob Chen,Home & Garden,Air Purifier,8,199.0,0.0,1592.0,875.6,716.4,2023,2,6,Jun,26,Wednesday,45.0,$500-$2k,0
ORD-00513,2023-06-28,North,Partner,Frank Russo,Home & Garden,Led Strip Kit,2,35.0,0.0,70.0,38.5,31.5,2023,2,6,Jun,26,Wednesday,45.0,<$100,0
ORD-00153,2023-06-28,North,Online,Clara Diaz,Apparel,Denim Jeans,18,65.0,0.0,1170.0,643.5,526.5,2023,2,6,Jun,26,Wednesday,45.0,$500-$2k,0
ORD-00609,2023-06-29,West,Wholesale,Alice Morgan,Sports,Gym Bag,20,70.0,0.0,1400.0,770.0,630.0,2023,2,6,Jun,26,Thursday,45.0,$500-$2k,0
ORD-00803,2023-06-29,East,In-Store,Henry Osei,Food & Beverage,Protein Bars 12Pk,15,28.0,0.0,420.0,231.0,189.0,2023,2,6,Jun,26,Thursday,45.0,$100-$500,0
ORD-01438,2023-06-30,Central,Partner,Henry Osei,Apparel,Yoga Set,7,52.25,0.05,365.75,211.75,154.0,2023,2,6,Jun,26,Friday,42.11,$100-$500,0
ORD-01186,2023-06-30,Central,In-Store,Eva Patel,Apparel,Denim Jeans,8,61.75,0.05,494.0,286.0,208.0,2023,2,6,Jun,26,Friday,42.11,$100-$500,0
ORD-00726,2023-07-01,West,Wholesale,Frank Russo,Apparel,Denim Jeans,7,65.0,0.0,455.0,250.25,204.75,2023,3,7,Jul,26,Saturday,45.0,$100-$500,0
ORD-00340,2023-07-01,West,Partner,Eva Patel,Home & Garden,Air Purifier,16,199.0,0.0,3184.0,1751.2,1432.8,2023,3,7,Jul,26,Saturday,45.0,>$2k,0
ORD-01381,2023-07-01,Central,In-Store,Grace Lee,Apparel,Wool Sweater,14,110.0,0.0,1540.0,847.0,693.0,2023,3,7,Jul,26,Saturday,45.0,$500-$2k,0
ORD-01698,2023-07-01,West,Online,Frank Russo,Food & Beverage,Olive Oil 1L,8,12.8,0.2,102.4,70.4,32.0,2023,3,7,Jul,26,Saturday,31.25,$100-$500,0
ORD-01835,2023-07-01,West,Partner,Henry Osei,Apparel,Running Jacket,10,85.0,0.0,850.0,467.5,382.5,2023,3,7,Jul,26,Saturday,45.0,$500-$2k,0
ORD-01557,2023-07-02,South,Online,David Kim,Home & Garden,Led Strip Kit,11,28.0,0.2,308.0,211.75,96.25,2023,3,7,Jul,26,Sunday,31.25,$100-$500,0
ORD-00851,2023-07-02,West,Partner,Clara Diaz,Apparel,Denim Jeans,20,61.75,0.05,1235.0,715.0,520.0,2023,3,7,Jul,26,Sunday,42.11,$500-$2k,0
ORD-01165,2023-07-02,South,Online,David Kim,Home & Garden,Air Purifier,15,199.0,0.0,2985.0,1641.75,1343.25,2023,3,7,Jul,26,Sunday,45.0,>$2k,0
ORD-01688,2023-07-02,South,Wholesale,Grace Lee,Apparel,Running Jacket,19,85.0,0.0,1615.0,888.25,726.75,2023,3,7,Jul,26,Sunday,45.0,$500-$2k,0
ORD-00742,2023-07-02,South,Partner,Clara Diaz,Electronics,Laptop Pro 15,4,1140.0,0.05,4560.0,2640.0,1920.0,2023,3,7,Jul,26,Sunday,42.11,>$2k,0
ORD-01230,2023-07-03,West,Wholesale,Eva Patel,Apparel,Denim Jeans,2,52.0,0.2,104.0,71.5,32.5,2023,3,7,Jul,27,Monday,31.25,$100-$500,0
ORD-01528,2023-07-03,West,Wholesale,Alice Morgan,Home & Garden,Planter Set,9,36.0,0.2,324.0,222.75,101.25,2023,3,7,Jul,27,Monday,31.25,$100-$500,0
ORD-00095,2023-07-03,East,Online,Clara Diaz,Apparel,Yoga Set,8,55.0,0.0,440.0,242.0,198.0,2023,3,7,Jul,27,Monday,45.0,$100-$500,0
ORD-01727,2023-07-03,North,Wholesale,Eva Patel,Food & Beverage,Olive Oil 1L,16,16.0,0.0,256.0,140.8,115.2,2023,3,7,Jul,27,Monday,45.0,$100-$500,0
ORD-00684,2023-07-03,Central,Wholesale,Bob Chen,Apparel,Denim Jeans,19,55.25,0.15,1049.75,679.25,370.5,2023,3,7,Jul,27,Monday,35.29,$500-$2k,0
ORD-01621,2023-07-03,North,In-Store,Henry Osei,Apparel,Denim Jeans,13,65.0,0.0,845.0,464.75,380.25,2023,3,7,Jul,27,Monday,45.0,$500-$2k,0
ORD-01843,2023-07-04,Central,In-Store,Bob Chen,Home & Garden,Robot Vacuum,12,254.15,0.15,3049.8,1973.4,1076.4,2023,3,7,Jul,27,Tuesday,35.29,>$2k,0
ORD-00221,2023-07-04,Central,Partner,Frank Russo,Electronics,4K Monitor,20,479.2,0.2,9584.0,6589.0,2995.0,2023,3,7,Jul,27,Tuesday,31.25,>$2k,0
ORD-00342,2023-07-04,Central,Online,Henry Osei,Food & Beverage,Protein Bars 12Pk,19,25.2,0.1,478.8,292.6,186.2,2023,3,7,Jul,27,Tuesday,38.89,$100-$500,0
ORD-01572,2023-07-04,East,In-Store,Eva Patel,Home & Garden,Led Strip Kit,17,29.75,0.15,505.75,327.25,178.5,2023,3,7,Jul,27,Tuesday,35.29,$500-$2k,0
ORD-00661,2023-07-05,South,Partner,Grace Lee,Sports,Foam Roller,18,28.5,0.05,513.0,297.0,216.0,2023,3,7,Jul,27,Wednesday,42.11,$500-$2k,0
ORD-01807,2023-07-05,North,Partner,Bob Chen,Sports,Foam Roller,7,27.0,0.1,189.0,115.5,73.5,2023,3,7,Jul,27,Wednesday,38.89,$100-$500,0
ORD-00972,2023-07-06,West,Wholesale,David Kim,Apparel,Running Jacket,14,85.0,0.0,1190.0,654.5,535.5,2023,3,7,Jul,27,Thursday,45.0,$500-$2k,0
ORD-01840,2023-07-06,Central,In-Store,Frank Russo,Apparel,Denim Jeans,20,61.75,0.05,1235.0,715.0,520.0,2023,3,7,Jul,27,Thursday,42.11,$500-$2k,0
ORD-01726,2023-07-06,West,Online,Frank Russo,Food & Beverage,Green Tea Set,15,18.0,0.0,270.0,148.5,121.5,2023,3,7,Jul,27,Thursday,45.0,$100-$500,0
ORD-00593,2023-07-06,Central,Partner,Clara Diaz,Food & Beverage,Protein Bars 12Pk,19,22.4,0.2,425.6,292.6,133.0,2023,3,7,Jul,27,Thursday,31.25,$100-$500,0
ORD-01717,2023-07-07,South,In-Store,Henry Osei,Sports,Resistance Bands,8,25.0,0.0,200.0,110.0,90.0,2023,3,7,Jul,27,Friday,45.0,$100-$500,0
ORD-00621,2023-07-07,South,Wholesale,David Kim,Home & Garden,Air Purifier,19,199.0,0.0,3781.0,2079.55,1701.45,2023,3,7,Jul,27,Friday,45.0,>$2k,0
ORD-00989,2023-07-07,North,Wholesale,Eva Patel,Apparel,Denim Jeans,2,65.0,0.0,130.0,71.5,58.5,2023,3,7,Jul,27,Friday,45.0,$100-$500,0
ORD-00550,2023-07-08,Central,Online,Clara Diaz,Electronics,Smart Watch,17,249.0,0.0,4233.0,2328.15,1904.85,2023,3,7,Jul,27,Saturday,45.0,>$2k,0
ORD-00815,2023-07-08,East,Partner,Henry Osei,Sports,Resistance Bands,4,21.25,0.15,85.0,55.0,30.0,2023,3,7,Jul,27,Saturday,35.29,<$100,0
ORD-00642,2023-07-08,North,In-Store,David Kim,Home & Garden,Led Strip Kit,14,35.0,0.0,490.0,269.5,220.5,2023,3,7,Jul,27,Saturday,45.0,$100-$500,0
ORD-01477,2023-07-08,South,Partner,Henry Osei,Electronics,Smart Watch,13,236.55,0.05,3075.15,1780.35,1294.8,2023,3,7,Jul,27,Saturday,42.11,>$2k,0
ORD-01443,2023-07-09,Central,Wholesale,Eva Patel,Food & Beverage,Green Tea Set,1,18.0,0.0,18.0,9.9,8.1,2023,3,7,Jul,27,Sunday,45.0,<$100,0
ORD-01645,2023-07-10,North,Wholesale,Henry Osei,Home & Garden,Air Purifier,15,179.1,0.1,2686.5,1641.75,1044.75,2023,3,7,Jul,28,Monday,38.89,>$2k,0
ORD-00228,2023-07-10,West,Wholesale,Bob Chen,Home & Garden,Air Purifier,4,199.0,0.0,796.0,437.8,358.2,2023,3,7,Jul,28,Monday,45.0,$500-$2k,0
ORD-01569,2023-07-11,West,Partner,Clara Diaz,Sports,Resistance Bands,16,20.0,0.2,320.0,220.0,100.0,2023,3,7,Jul,28,Tuesday,31.25,$100-$500,0
ORD-00587,2023-07-11,South,Partner,Bob Chen,Food & Beverage,Green Tea Set,7,18.0,0.0,126.0,69.3,56.7,2023,3,7,Jul,28,Tuesday,45.0,$100-$500,0
ORD-01010,2023-07-11,South,In-Store,Bob Chen,Sports,Gym Bag,11,56.0,0.2,616.0,423.5,192.5,2023,3,7,Jul,28,Tuesday,31.25,$500-$2k,0
ORD-01658,2023-07-12,North,In-Store,Eva Patel,Electronics,Wireless Earbuds,5,84.55,0.05,422.75,244.75,178.0,2023,3,7,Jul,28,Wednesday,42.11,$100-$500,0
ORD-01140,2023-07-12,West,Wholesale,David Kim,Home & Garden,Robot Vacuum,11,239.2,0.2,2631.2,1808.95,822.25,2023,3,7,Jul,28,Wednesday,31.25,>$2k,0
ORD-00502,2023-07-12,South,Wholesale,Alice Morgan,Apparel,Yoga Set,16,55.0,0.0,880.0,484.0,396.0,2023,3,7,Jul,28,Wednesday,45.0,$500-$2k,0
ORD-01637,2023-07-12,East,In-Store,Clara Diaz,Food & Beverage,Green Tea Set,14,18.0,0.0,252.0,138.6,113.4,2023,3,7,Jul,28,Wednesday,45.0,$100-$500,0
ORD-01377,2023-07-12,West,In-Store,Grace Lee,Food & Beverage,Premium Coffee Blend,2,22.0,0.0,44.0,24.2,19.8,2023,3,7,Jul,28,Wednesday,45.0,<$100,0
ORD-00122,2023-07-13,South,Wholesale,David Kim,Food & Beverage,Olive Oil 1L,15,16.0,0.0,240.0,132.0,108.0,2023,3,7,Jul,28,Thursday,45.0,$100-$500,0
ORD-01064,2023-07-13,West,Online,Bob Chen,Apparel,Running Jacket,19,76.5,0.1,1453.5,888.25,565.25,2023,3,7,Jul,28,Thursday,38.89,$500-$2k,0
ORD-01754,2023-07-13,South,In-Store,Eva Patel,Apparel,Yoga Set,19,55.0,0.0,1045.0,574.75,470.25,2023,3,7,Jul,28,Thursday,45.0,$500-$2k,0
ORD-01866,2023-07-13,South,Partner,Alice Morgan,Sports,Foam Roller,17,24.0,0.2,408.0,280.5,127.5,2023,3,7,Jul,28,Thursday,31.25,$100-$500,0
ORD-01920,2023-07-14,South,In-Store,Alice Morgan,Sports,Gym Bag,18,59.5,0.15,1071.0,693.0,378.0,2023,3,7,Jul,28,Friday,35.29,$500-$2k,0
ORD-00029,2023-07-14,Central,Wholesale,Clara Diaz,Home & Garden,Robot Vacuum,8,299.0,0.0,2392.0,1315.6,1076.4,2023,3,7,Jul,28,Friday,45.0,>$2k,0
ORD-00055,2023-07-14,East,Online,Grace Lee,Sports,Foam Roller,13,27.0,0.1,351.0,214.5,136.5,2023,3,7,Jul,28,Friday,38.89,$100-$500,0
ORD-01122,2023-07-14,South,Wholesale,Frank Russo,Electronics,Wireless Earbuds,5,71.2,0.2,356.0,244.75,111.25,2023,3,7,Jul,28,Friday,31.25,$100-$500,0
ORD-00532,2023-07-15,East,Online,Grace Lee,Electronics,4K Monitor,7,569.05,0.05,3983.35,2306.15,1677.2,2023,3,7,Jul,28,Saturday,42.11,>$2k,0
ORD-01967,2023-07-15,West,Partner,Bob Chen,Electronics,Smart Watch,7,211.65,0.15,1481.55,958.65,522.9,2023,3,7,Jul,28,Saturday,35.29,$500-$2k,0
ORD-00703,2023-07-15,East,Partner,Alice Morgan,Sports,Protein Shaker,12,18.0,0.0,216.0,118.8,97.2,2023,3,7,Jul,28,Saturday,45.0,$100-$500,0
ORD-01423,2023-07-15,East,Online,Alice Morgan,Sports,Resistance Bands,6,25.0,0.0,150.0,82.5,67.5,2023,3,7,Jul,28,Saturday,45.0,$100-$500,0
ORD-00826,2023-07-15,East,Wholesale,Bob Chen,Food & Beverage,Premium Coffee Blend,13,18.7,0.15,243.1,157.3,85.8,2023,3,7,Jul,28,Saturday,35.29,$100-$500,0
ORD-01022,2023-07-16,West,Partner,Henry Osei,Electronics,Wireless Earbuds,10,75.65,0.15,756.5,489.5,267.0,2023,3,7,Jul,28,Sunday,35.29,$500-$2k,0
ORD-01494,2023-07-16,North,Online,Bob Chen,Apparel,Wool Sweater,17,88.0,0.2,1496.0,1028.5,467.5,2023,3,7,Jul,28,Sunday,31.25,$500-$2k,0
ORD-00813,2023-07-17,North,Online,Bob Chen,Home & Garden,Air Purifier,10,199.0,0.0,1990.0,1094.5,895.5,2023,3,7,Jul,29,Monday,45.0,$500-$2k,0
ORD-00462,2023-07-17,South,Online,Grace Lee,Sports,Resistance Bands,6,25.0,0.0,150.0,82.5,67.5,2023,3,7,Jul,29,Monday,45.0,$100-$500,0
ORD-00277,2023-07-17,South,Wholesale,Grace Lee,Home & Garden,Planter Set,19,38.25,0.15,726.75,470.25,256.5,2023,3,7,Jul,29,Monday,35.29,$500-$2k,0
ORD-01106,2023-07-18,Central,In-Store,Eva Patel,Electronics,Laptop Pro 15,19,960.0,0.2,18240.0,12540.0,5700.0,2023,3,7,Jul,29,Tuesday,31.25,>$2k,0
ORD-00886,2023-07-19,Central,In-Store,Eva Patel,Home & Garden,Robot Vacuum,20,254.15,0.15,5083.0,3289.0,1794.0,2023,3,7,Jul,29,Wednesday,35.29,>$2k,0
ORD-01111,2023-07-20,South,In-Store,Bob Chen,Food & Beverage,Premium Coffee Blend,14,22.0,0.0,308.0,169.4,138.6,2023,3,7,Jul,29,Thursday,45.0,$100-$500,0
ORD-01415,2023-07-21,North,Wholesale,Henry Osei,Sports,Gym Bag,11,70.0,0.0,770.0,423.5,346.5,2023,3,7,Jul,29,Friday,45.0,$500-$2k,0
ORD-00569,2023-07-22,Central,Wholesale,Frank Russo,Home & Garden,Robot Vacuum,9,299.0,0.0,2691.0,1480.05,1210.95,2023,3,7,Jul,29,Saturday,45.0,>$2k,0
ORD-01275,2023-07-22,North,In-Store,Grace Lee,Electronics,Laptop Pro 15,14,1140.0,0.05,15960.0,9240.0,6720.0,2023,3,7,Jul,29,Saturday,42.11,>$2k,0
ORD-01848,2023-07-22,East,Wholesale,Grace Lee,Home & Garden,Planter Set,5,42.75,0.05,213.75,123.75,90.0,2023,3,7,Jul,29,Saturday,42.11,$100-$500,0
ORD-01745,2023-07-23,East,Partner,Alice Morgan,Apparel,Wool Sweater,12,110.0,0.0,1320.0,726.0,594.0,2023,3,7,Jul,29,Sunday,45.0,$500-$2k,0
ORD-01280,2023-07-23,West,Partner,Bob Chen,Home & Garden,Robot Vacuum,6,254.15,0.15,1524.9,986.7,538.2,2023,3,7,Jul,29,Sunday,35.29,$500-$2k,0
ORD-01147,2023-07-23,North,Wholesale,Eva Patel,Food & Beverage,Olive Oil 1L,1,16.0,0.0,16.0,8.8,7.2,2023,3,7,Jul,29,Sunday,45.0,<$100,0
ORD-00476,2023-07-23,East,Partner,Henry Osei,Sports,Foam Roller,12,25.5,0.15,306.0,198.0,108.0,2023,3,7,Jul,29,Sunday,35.29,$100-$500,0
ORD-01737,2023-07-24,South,Wholesale,Eva Patel,Sports,Gym Bag,18,63.0,0.1,1134.0,693.0,441.0,2023,3,7,Jul,30,Monday,38.89,$500-$2k,0
ORD-00475,2023-07-25,North,In-Store,Alice Morgan,Food & Beverage,Premium Coffee Blend,6,22.0,0.0,132.0,72.6,59.4,2023,3,7,Jul,30,Tuesday,45.0,$100-$500,0
ORD-01836,2023-07-25,South,Partner,Bob Chen,Electronics,Wireless Earbuds,9,84.55,0.05,760.95,440.55,320.4,2023,3,7,Jul,30,Tuesday,42.11,$500-$2k,0
ORD-00924,2023-07-25,Central,Wholesale,Bob Chen,Electronics,Smart Watch,7,249.0,0.0,1743.0,958.65,784.35,2023,3,7,Jul,30,Tuesday,45.0,$500-$2k,0
ORD-00765,2023-07-25,South,Partner,Eva Patel,Food & Beverage,Green Tea Set,7,18.0,0.0,126.0,69.3,56.7,2023,3,7,Jul,30,Tuesday,45.0,$100-$500,0
ORD-00751,2023-07-26,East,Partner,Bob Chen,Food & Beverage,Protein Bars 12Pk,1,23.8,0.15,23.8,15.4,8.4,2023,3,7,Jul,30,Wednesday,35.29,<$100,0
ORD-01179,2023-07-26,South,Wholesale,David Kim,Apparel,Yoga Set,16,55.0,0.0,880.0,484.0,396.0,2023,3,7,Jul,30,Wednesday,45.0,$500-$2k,0
